City,Colors Reported,Shape Reported,State,Time,Location
Hazelwood,,OVAL,MO,7/4/1997 21:30,"Hazelwood,MO"
Historic St. Charles Riverfront,,OVAL,MO,7/4/1997 21:30,"Historic St. Charles Riverfront,MO"
St. Charles,BLUE,LIGHT,MO,7/4/1997 21:30,"St. Charles,MO"
St. Louis,,LIGHT,MO,7/4/1997 21:30,"St. Louis,MO"
St. Louis,BLUE,LIGHT,MO,7/4/1997 21:30,"St. Louis,MO"
Troy,,LIGHT,MO,7/4/1997 21:30,"Troy,MO"
Fairview Heights,BLUE,LIGHT,IL,7/4/1997 21:35,"Fairview Heights,IL"
Millstadt,RED,LIGHT,IL,7/4/1997 21:35,"Millstadt,IL"
Collinsville,BLUE,LIGHT,IL,7/4/1997 21:40,"Collinsville,IL"
St. Peters,BLUE,LIGHT,MO,7/4/1997 21:40,"St. Peters,MO"
Belleville Community College,BLUE,LIGHT,IL,7/4/1997 21:45,"Belleville Community College,IL"
Brighton,BLUE,LIGHT,IL,7/4/1997 21:45,"Brighton,IL"
Desoadoamd House Springs,GREEN BLUE,LIGHT,MO,7/4/1997 21:45,"Desoadoamd House Springs,MO"
East Alton,BLUE,LIGHT,IL,7/4/1997 21:45,"East Alton,IL"
Lenzburg,,LIGHT,IL,7/4/1997 21:45,"Lenzburg,IL"
Millstadt,BLUE,LIGHT,IL,7/4/1997 21:45,"Millstadt,IL"
Alton,,LIGHT,IL,7/4/1997 22:00,"Alton,IL"
Dupo,BLUE,LIGHT,IL,7/4/1997 22:00,"Dupo,IL"
Granite City,BLUE,LIGHT,IL,7/4/1997 22:00,"Granite City,IL"
Old Valmeyer Bottoms-Valmeyer,,TEARDROP,IL,7/4/1997 22:00,"Old Valmeyer Bottoms-Valmeyer,IL"
Redding,RED,,CA,7/4/1997 22:00,"Redding,CA"
Redding,RED,LIGHT,CA,7/4/1997 22:00,"Redding,CA"
Rockport,,,IN,7/4/1997 22:00,"Rockport,IN"
St. Louis,,DISK,MO,7/4/1997 22:00,"St. Louis,MO"
McMinnville,,DISK,OR,7/4/1997 22:14,"McMinnville,OR"
Columbia,BLUE,LIGHT,IL,7/4/1997 22:30,"Columbia,IL"
Frontenac,GREEN,LIGHT,MO,7/4/1997 22:30,"Frontenac,MO"
St. Louis,BLUE,LIGHT,MO,7/4/1997 22:30,"St. Louis,MO"
Freeburg,,LIGHT,IL,7/4/1997 22:45,"Freeburg,IL"
St. Louis,BLUE,LIGHT,MO,7/4/1997 23:00,"St. Louis,MO"
Crete,,LIGHT,NE,7/5/1997 0:00,"Crete,NE"
Florence,,TRIANGLE,OR,7/5/1997 1:30,"Florence,OR"
N. Waterboro,,SPHERE,ME,7/5/1997 19:30,"N. Waterboro,ME"
Caseyville,,SPHERE,IL,7/5/1997 21:00,"Caseyville,IL"
Phoenix,,LIGHT,AZ,7/6/1997 1:30,"Phoenix,AZ"
Arizona,,TRIANGLE,AZ,7/7/1997 0:00,"Arizona,AZ"
Casey,,CIGAR,IL,7/7/1997 12:00,"Casey,IL"
Stafford,,RECTANGLE,VA,7/7/1997 14:30,"Stafford,VA"
Surgoinsville,,,TN,7/7/1997 16:53,"Surgoinsville,TN"
Las Cruces,,VARIOUS,NM,7/7/1997 20:45,"Las Cruces,NM"
White Sands Missile Range,,CIRCLE,NM,7/7/1997 20:45,"White Sands Missile Range,NM"
Coopersville,,,MI,7/7/1997 23:00,"Coopersville,MI"
Olathe,,LIGHT,KS,7/9/1997 0:05,"Olathe,KS"
Puyallup,GREEN,,WA,7/10/1997 1:30,"Puyallup,WA"
Onalaska,,SPHERE,WI,7/10/1997 13:00,"Onalaska,WI"
Onalaska,,SPHERE,WI,7/10/1997 13:00,"Onalaska,WI"
Hayward,,DISK,WI,7/10/1997 15:45,"Hayward,WI"
Greenville,,OTHER,TX,7/10/1997 19:05,"Greenville,TX"
Lafayette,,FIREBALL,IN,7/10/1997 21:00,"Lafayette,IN"
Allison Park,,CYLINDER,PA,7/11/1997 15:25,"Allison Park,PA"
El Paso,,CIGAR,TX,7/11/1997 18:00,"El Paso,TX"
Gorham,,CIGAR,ME,7/11/1997 20:00,"Gorham,ME"
Phoenix,RED ORANGE,TRIANGLE,AZ,7/11/1997 23:45,"Phoenix,AZ"
Gaston,RED,LIGHT,SC,7/12/1997 1:30,"Gaston,SC"
Reno,,TRIANGLE,NV,7/12/1997 2:45,"Reno,NV"
Trenton,,DISK,OH,7/12/1997 13:00,"Trenton,OH"
Hayward,,FIREBALL,CA,7/14/1997 0:00,"Hayward,CA"
Medford,,,OR,7/14/1997 0:00,"Medford,OR"
Salem,,LIGHT,OR,7/14/1997 1:30,"Salem,OR"
Philadelphia,,OVAL,PA,7/14/1997 5:20,"Philadelphia,PA"
Gulf Shores,,CIRCLE,AL,7/14/1997 14:30,"Gulf Shores,AL"
Salt Lake City,,OTHER,UT,7/14/1997 15:00,"Salt Lake City,UT"
Hazelwood,,SPHERE,MO,7/14/1997 16:00,"Hazelwood,MO"
Pascagula,,EGG,MS,7/14/1997 23:15,"Pascagula,MS"
Golden,,OVAL,CO,7/15/1997 0:00,"Golden,CO"
Six Flags,,DISK,NJ,7/15/1997 0:00,"Six Flags,NJ"
Hinckley,,SPHERE,MN,7/15/1997 1:00,"Hinckley,MN"
Reedsville,,TRIANGLE,WV,7/15/1997 1:00,"Reedsville,WV"
Winfield,,LIGHT,KS,7/15/1997 1:20,"Winfield,KS"
St. Cloud,ORANGE,SPHERE,MN,7/15/1997 3:00,"St. Cloud,MN"
Allegany,,SPHERE,NY,7/15/1997 11:00,"Allegany,NY"
Cottonwood,,DISK,AZ,7/15/1997 14:00,"Cottonwood,AZ"
Fairfield,,SPHERE,IA,7/15/1997 17:00,"Fairfield,IA"
Palatine,,OTHER,IL,7/15/1997 18:00,"Palatine,IL"
Bensrun,,LIGHT,WV,7/15/1997 19:00,"Bensrun,WV"
Eden Prairie,,OTHER,MN,7/15/1997 19:00,"Eden Prairie,MN"
Caballo,,TRIANGLE,NM,7/15/1997 20:30,"Caballo,NM"
Deer Field,RED,CIRCLE,NY,7/15/1997 21:00,"Deer Field,NY"
Goldsboro,,SPHERE,NC,7/15/1997 21:00,"Goldsboro,NC"
New Jersey,,FIREBALL,NJ,7/15/1997 21:00,"New Jersey,NJ"
Tucson,,TRIANGLE,AZ,7/15/1997 21:00,"Tucson,AZ"
Kernersville,,TRIANGLE,NC,7/15/1997 21:30,"Kernersville,NC"
Fayetteville,,TRIANGLE,NC,7/15/1997 22:00,"Fayetteville,NC"
Kings Mtn.,,LIGHT,NC,7/15/1997 22:30,"Kings Mtn.,NC"
Las Cruces,,FIREBALL,NM,7/15/1997 22:30,"Las Cruces,NM"
Jefferson Estates,,LIGHT,PA,7/15/1997 22:45,"Jefferson Estates,PA"
Asheville,,SPHERE,NC,7/15/1997 23:00,"Asheville,NC"
Goldsboro,,FORMATION,NC,7/15/1997 23:00,"Goldsboro,NC"
Lake Fork,,LIGHT,TX,7/15/1997 23:00,"Lake Fork,TX"
Kokomo,,TRIANGLE,IN,7/15/1997 23:30,"Kokomo,IN"
Flagstaff,,LIGHT,AZ,7/16/1997 0:00,"Flagstaff,AZ"
Edmonds,,TRIANGLE,WA,7/16/1997 17:20,"Edmonds,WA"
Mojave,,LIGHT,CA,7/16/1997 20:00,"Mojave,CA"
Parkland,,LIGHT,FL,7/16/1997 21:30,"Parkland,FL"
Belfield,,LIGHT,ND,7/17/1997 23:00,"Belfield,ND"
Hartford,RED,TRIANGLE,CT,7/17/1997 23:40,"Hartford,CT"
Salem,RED BLUE,,NH,7/18/1997 2:00,"Salem,NH"
Shepherdstown,,LIGHT,WV,7/18/1997 23:00,"Shepherdstown,WV"
Newark to San Leandro,,OTHER,CA,7/19/1997 17:30,"Newark to San Leandro,CA"
Trout Lake,,,WA,7/19/1997 23:00,"Trout Lake,WA"
Russellville,,LIGHT,AR,7/20/1997 3:00,"Russellville,AR"
Hopewell,,DISK,VA,7/20/1997 4:00,"Hopewell,VA"
Bridgehampton,,TRIANGLE,NY,7/20/1997 20:00,"Bridgehampton,NY"
Buffalo,,VARIOUS,NY,7/20/1997 22:00,"Buffalo,NY"
Conway,,DIAMOND,SC,7/20/1997 22:00,"Conway,SC"
Beaver Island,,TRIANGLE,MI,7/20/1997 23:30,"Beaver Island,MI"
Tequesta,,FIREBALL,FL,7/22/1997 11:45,"Tequesta,FL"
Desert,,,AR,7/22/1997 12:00,"Desert,AR"
Arabela,,TRIANGLE,NM,7/22/1997 13:00,"Arabela,NM"
Port Orford,,CIGAR,OR,7/22/1997 14:00,"Port Orford,OR"
Susquehanna,RED,CIRCLE,PA,7/22/1997 22:00,"Susquehanna,PA"
Hart Mountain,,TRIANGLE,OR,7/22/1997 22:15,"Hart Mountain,OR"
Los Angeles,,OTHER,CA,7/23/1997 13:30,"Los Angeles,CA"
Warrenton,,TRIANGLE,VA,7/23/1997 20:00,"Warrenton,VA"
Phoenix,,TRIANGLE,AZ,7/23/1997 20:25,"Phoenix,AZ"
Tooele,ORANGE,LIGHT,UT,7/23/1997 21:30,"Tooele,UT"
Miami,,FORMATION,FL,7/23/1997 23:00,"Miami,FL"
Miami,,FORMATION,FL,7/23/1997 23:00,"Miami,FL"
Murphysboro,,CYLINDER,IL,7/24/1997 21:45,"Murphysboro,IL"
Colfax,,FIREBALL,CA,7/25/1997 3:00,"Colfax,CA"
Phoenix,,,AZ,7/25/1997 17:00,"Phoenix,AZ"
Arlington,,VARIOUS,WA,7/26/1997 3:21,"Arlington,WA"
Warrensburg,,TRIANGLE,MO,7/26/1997 18:00,"Warrensburg,MO"
Chicago,,,IL,7/27/1997 0:00,"Chicago,IL"
Medford,,TRIANGLE,NJ,7/27/1997 2:00,"Medford,NJ"
Arlington,,LIGHT,WA,7/27/1997 2:53,"Arlington,WA"
Las Cruces,,LIGHT,NM,7/27/1997 21:30,"Las Cruces,NM"
Pete's Hole,,TRIANGLE,UT,7/28/1997 15:00,"Pete's Hole,UT"
Bristol,,CIGAR,VA,7/28/1997 21:30,"Bristol,VA"
Wayzata,,FIREBALL,MN,7/28/1997 23:30,"Wayzata,MN"
South Euclid,,CIRCLE,OH,7/29/1997 21:20,"South Euclid,OH"
Lake Winnibigoshish,ORANGE,OTHER,MN,7/30/1997 0:30,"Lake Winnibigoshish,MN"
Corpus Christi,,OVAL,TX,7/30/1997 1:00,"Corpus Christi,TX"
Fridley,,FIREBALL,MN,7/30/1997 1:30,"Fridley,MN"
Navarre,,CIRCLE,FL,7/30/1997 20:00,"Navarre,FL"
Gulf Breeze,ORANGE,FORMATION,FL,7/30/1997 20:10,"Gulf Breeze,FL"
Salem,,,OR,7/31/1997 2:40,"Salem,OR"
Salem,,,OR,7/31/1997 2:45,"Salem,OR"
Denver,,CIRCLE,CO,8/1/1997 13:00,"Denver,CO"
Palm Harbor,RED,DISK,FL,8/1/1997 22:00,"Palm Harbor,FL"
Hurricane,GREEN,LIGHT,UT,8/1/1997 22:30,"Hurricane,UT"
Chattanooga,,LIGHT,TN,8/1/1997 23:00,"Chattanooga,TN"
Middletown,,DISK,CT,8/2/1997 4:00,"Middletown,CT"
Sikeston,GREEN,LIGHT,MO,8/2/1997 10:10,"Sikeston,MO"
Albany,,OVAL,OR,8/2/1997 11:45,"Albany,OR"
Caldwell,,DISK,ID,8/2/1997 18:45,"Caldwell,ID"
Hwy. 15,ORANGE,FIREBALL,MS,8/2/1997 22:00,"Hwy. 15,MS"
Rocklin,,OTHER,CA,8/2/1997 22:50,"Rocklin,CA"
Overton,RED GREEN,SPHERE,NV,8/3/1997 2:00,"Overton,NV"
St. Louis,,CYLINDER,MO,8/3/1997 19:15,"St. Louis,MO"
Palm Springs,,LIGHT,CA,8/3/1997 21:15,"Palm Springs,CA"
Bakersville,,LIGHT,NC,8/3/1997 22:03,"Bakersville,NC"
Sand Springs,RED BLUE,OTHER,MT,8/3/1997 23:30,"Sand Springs,MT"
Santa Cruz,,DIAMOND,CA,8/5/1997 3:30,"Santa Cruz,CA"
Wichita,,LIGHT,KS,8/6/1997 5:55,"Wichita,KS"
Aguila,,TRIANGLE,AZ,8/6/1997 22:00,"Aguila,AZ"
New York City,,OTHER,NY,8/7/1997 17:07,"New York City,NY"
Buckeye,BLUE,LIGHT,AZ,8/8/1997 2:35,"Buckeye,AZ"
Dracut,,TRIANGLE,MA,8/8/1997 15:00,"Dracut,MA"
East Rochester,,SPHERE,NY,8/8/1997 18:00,"East Rochester,NY"
Lynnwood,,OTHER,WA,8/8/1997 21:06,"Lynnwood,WA"
West Islip,,OTHER,NY,8/8/1997 22:00,"West Islip,NY"
Kenai,,CIGAR,AK,8/8/1997 23:00,"Kenai,AK"
Bloomington,BLUE,TRIANGLE,MN,8/9/1997 0:30,"Bloomington,MN"
Bel Air,,OTHER,MD,8/9/1997 11:24,"Bel Air,MD"
Sedro Woolley,RED,OTHER,WA,8/10/1997 22:00,"Sedro Woolley,WA"
Bellingham,YELLOW,LIGHT,WA,8/10/1997 23:30,"Bellingham,WA"
North Lynnwood,,LIGHT,WA,8/12/1997 0:30,"North Lynnwood,WA"
Grand Rapids,RED GREEN,LIGHT,MI,8/12/1997 1:00,"Grand Rapids,MI"
Fridley,ORANGE,SPHERE,MN,8/12/1997 17:08,"Fridley,MN"
Canyon,YELLOW,LIGHT,CA,8/12/1997 21:15,"Canyon,CA"
Papillion,,LIGHT,NE,8/12/1997 21:57,"Papillion,NE"
Boundary Waters,BLUE,OVAL,MN,8/12/1997 23:00,"Boundary Waters,MN"
Fultz,,RECTANGLE,IL,8/12/1997 23:30,"Fultz,IL"
Norco,BLUE,DISK,CA,8/14/1997 13:00,"Norco,CA"
Acton,ORANGE,OVAL,CA,8/15/1997 0:00,"Acton,CA"
Millerstown,,TRIANGLE,KY,8/15/1997 0:00,"Millerstown,KY"
Golden Valley,BLUE,LIGHT,AZ,8/15/1997 0:35,"Golden Valley,AZ"
Bigfork,ORANGE,SPHERE,MT,8/15/1997 1:00,"Bigfork,MT"
Shelbina,,,MO,8/15/1997 2:00,"Shelbina,MO"
Parkersburg,,TRIANGLE,WV,8/15/1997 4:00,"Parkersburg,WV"
Lenexa,,DISK,KS,8/15/1997 5:40,"Lenexa,KS"
Denmark,,DISK,ME,8/15/1997 15:00,"Denmark,ME"
Roy,,CHEVRON,WA,8/15/1997 20:00,"Roy,WA"
Buffalo,,SPHERE,NY,8/15/1997 20:15,"Buffalo,NY"
Idaho Falls,,OTHER,ID,8/15/1997 22:00,"Idaho Falls,ID"
Kingsman,,LIGHT,AZ,8/15/1997 22:00,"Kingsman,AZ"
Robertson County,,OTHER,TX,8/15/1997 22:00,"Robertson County,TX"
Clearfield,,TRIANGLE,UT,8/15/1997 22:30,"Clearfield,UT"
Lahaina,,TRIANGLE,HI,8/15/1997 22:30,"Lahaina,HI"
West Sunbury,,LIGHT,PA,8/15/1997 23:30,"West Sunbury,PA"
Rutherfordton,,CIGAR,NC,8/16/1997 12:00,"Rutherfordton,NC"
Loring AFB,,CIGAR,ME,8/16/1997 17:00,"Loring AFB,ME"
Sciota,,DISK,PA,8/17/1997 0:30,"Sciota,PA"
Salinas,,LIGHT,CA,8/17/1997 5:00,"Salinas,CA"
Philadelphia,,SPHERE,PA,8/17/1997 9:30,"Philadelphia,PA"
Kalamazoo,,DISK,MI,8/17/1997 18:00,"Kalamazoo,MI"
Sioux City,,TRIANGLE,IA,8/17/1997 22:30,"Sioux City,IA"
Kaiser,,LIGHT,MO,8/17/1997 23:10,"Kaiser,MO"
Woodridge,,LIGHT,IL,8/17/1997 23:50,"Woodridge,IL"
Manhattan Beach,,TEARDROP,CA,8/18/1997 19:00,"Manhattan Beach,CA"
Oberlin,,TRIANGLE,OH,8/19/1997 23:30,"Oberlin,OH"
Grand Rapids,,DIAMOND,MI,8/20/1997 18:00,"Grand Rapids,MI"
Tucson,,LIGHT,AZ,8/20/1997 19:30,"Tucson,AZ"
Pinckney,,LIGHT,MI,8/20/1997 23:00,"Pinckney,MI"
Winslow,,OTHER,IN,8/21/1997 23:30,"Winslow,IN"
Eustace,RED,LIGHT,TX,8/22/1997 0:00,"Eustace,TX"
Kingsville,,CIGAR,TX,8/22/1997 6:22,"Kingsville,TX"
Kings Park,GREEN,OTHER,NY,8/22/1997 10:50,"Kings Park,NY"
Atlantic City,RED,LIGHT,WY,8/22/1997 23:30,"Atlantic City,WY"
Cantoma,,TRIANGLE,FL,8/23/1997 1:00,"Cantoma,FL"
Dale Ville,,TRIANGLE,IN,8/23/1997 11:30,"Dale Ville,IN"
Billings,,CIGAR,MT,8/23/1997 20:00,"Billings,MT"
Sherman Oaks,,FORMATION,CA,8/23/1997 22:00,"Sherman Oaks,CA"
Palm Springs,,CIGAR,CA,8/24/1997 18:00,"Palm Springs,CA"
Elk River,GREEN,TRIANGLE,MN,8/24/1997 21:00,"Elk River,MN"
Biscoe,,VARIOUS,NC,8/24/1997 21:45,"Biscoe,NC"
Jay Co. into Wells Co.,,DISK,IN,8/25/1997 1:00,"Jay Co. into Wells Co.,IN"
Ft. Dix,,OTHER,NJ,8/25/1997 13:30,"Ft. Dix,NJ"
Fontana,,TRIANGLE,CA,8/25/1997 22:00,"Fontana,CA"
Hot Springs,,CIRCLE,AR,8/28/1997 0:10,"Hot Springs,AR"
Page,,LIGHT,AZ,8/28/1997 20:00,"Page,AZ"
Coeur d'Alene,,TRIANGLE,ID,8/28/1997 22:00,"Coeur d'Alene,ID"
Lyons,,DISK,CO,8/29/1997 18:30,"Lyons,CO"
Livermore Falls,ORANGE,FIREBALL,ME,8/29/1997 21:30,"Livermore Falls,ME"
Tucson,,CHEVRON,AZ,8/29/1997 22:00,"Tucson,AZ"
Woodlands,,LIGHT,TX,8/30/1997 0:00,"Woodlands,TX"
San Jose,,FORMATION,CA,8/30/1997 18:00,"San Jose,CA"
Ocracoke,,OTHER,NC,8/30/1997 21:00,"Ocracoke,NC"
Aston,,DIAMOND,PA,8/30/1997 22:00,"Aston,PA"
Lost Lake,BLUE,EGG,OR,8/31/1997 5:15,"Lost Lake,OR"
Lincoln,,FORMATION,NH,8/31/1997 17:00,"Lincoln,NH"
Newberg,YELLOW BLUE,LIGHT,OR,8/31/1997 21:00,"Newberg,OR"
Chicago Ridge,,LIGHT,IL,8/31/1997 22:00,"Chicago Ridge,IL"
Brighton,,RECTANGLE,MI,8/31/1997 22:30,"Brighton,MI"
Brighton,,RECTANGLE,MI,8/31/1997 22:30,"Brighton,MI"
West Dennis,,OVAL,MA,8/31/1997 23:00,"West Dennis,MA"
Woodmont,,DISK,CT,9/1/1997 18:00,"Woodmont,CT"
Pleasant View,,FIREBALL,TN,9/1/1997 20:00,"Pleasant View,TN"
Carlsbad,,LIGHT,CA,9/1/1997 22:30,"Carlsbad,CA"
Albany,,LIGHT,ME,9/1/1997 23:00,"Albany,ME"
Algonac,,,MI,9/2/1997 21:45,"Algonac,MI"
Portland,,FORMATION,OR,9/2/1997 21:45,"Portland,OR"
Covington,RED BLUE,TRIANGLE,WA,9/6/1997 4:47,"Covington,WA"
Gulf of Mexico,,CIGAR,LA,9/7/1997 12:00,"Gulf of Mexico,LA"
Las Vegas,,FORMATION,NV,9/9/1997 16:00,"Las Vegas,NV"
Roseburg,,LIGHT,OR,9/9/1997 21:30,"Roseburg,OR"
Alta Loma,,CIRCLE,CA,9/10/1997 19:00,"Alta Loma,CA"
Houston,,DISK,TX,9/15/1997 0:00,"Houston,TX"
Sherman Oaks,,CIGAR,CA,9/15/1997 9:00,"Sherman Oaks,CA"
Colorado Springs,,RECTANGLE,CO,9/15/1997 15:00,"Colorado Springs,CO"
Comfort,,CYLINDER,TX,9/15/1997 17:00,"Comfort,TX"
Farrell,,DISK,PA,9/15/1997 18:00,"Farrell,PA"
Wedgefield,,TRIANGLE,SC,9/15/1997 19:00,"Wedgefield,SC"
Angola,,CIRCLE,IN,9/15/1997 20:00,"Angola,IN"
Bellevue,,,WA,9/15/1997 20:00,"Bellevue,WA"
Salem,GREEN,LIGHT,OR,9/15/1997 20:00,"Salem,OR"
Sammamish,,,WA,9/15/1997 20:40,"Sammamish,WA"
Chicago,GREEN,LIGHT,IL,9/15/1997 21:00,"Chicago,IL"
Foley,,,MN,9/15/1997 22:00,"Foley,MN"
West Milton,,LIGHT,OH,9/15/1997 22:00,"West Milton,OH"
Woodstock,,SPHERE,CT,9/15/1997 22:30,"Woodstock,CT"
Woodmont,,DISK,CT,9/16/1997 4:00,"Woodmont,CT"
Minneapolis,,OTHER,MN,9/16/1997 19:00,"Minneapolis,MN"
Delilah Lookout,,DISK,CA,9/17/1997 18:00,"Delilah Lookout,CA"
West Manchester,,VARIOUS,OH,9/18/1997 4:15,"West Manchester,OH"
Panama city,,,FL,9/18/1997 20:15,"Panama city,FL"
Orland Park,,RECTANGLE,IL,9/19/1997 5:40,"Orland Park,IL"
Seattle,,OTHER,WA,9/19/1997 21:00,"Seattle,WA"
Crescent City,,DISK,CA,9/19/1997 22:00,"Crescent City,CA"
Poway,,TRIANGLE,CA,9/20/1997 22:15,"Poway,CA"
Manoa Valley,,DISK,HI,9/21/1997 14:00,"Manoa Valley,HI"
St. Louis,,OTHER,MO,9/22/1997 3:00,"St. Louis,MO"
Palo,,CIGAR,MI,9/22/1997 14:00,"Palo,MI"
Solomons Island,,DISK,MD,9/22/1997 20:00,"Solomons Island,MD"
Denison,,DISK,IA,9/23/1997 19:00,"Denison,IA"
Hyde Park,GREEN,FIREBALL,VT,9/23/1997 20:00,"Hyde Park,VT"
Rhinebeck,,TRIANGLE,NY,9/23/1997 20:00,"Rhinebeck,NY"
Brewster,,TRIANGLE,NY,9/23/1997 22:30,"Brewster,NY"
Muskegon,,DISK,MI,9/24/1997 14:30,"Muskegon,MI"
Huffman,,TEARDROP,TX,9/24/1997 20:47,"Huffman,TX"
Clearfield,,TRIANGLE,UT,9/25/1997 22:00,"Clearfield,UT"
Crestwood,RED GREEN,DISK,KY,9/27/1997 5:00,"Crestwood,KY"
Egan,,OTHER,SD,9/27/1997 23:00,"Egan,SD"
San Francisco,,TRIANGLE,CA,9/28/1997 23:15,"San Francisco,CA"
Madison,,LIGHT,WI,9/30/1997 22:00,"Madison,WI"
Bemidji,,TRIANGLE,MN,10/1/1997 0:00,"Bemidji,MN"
Fort Jennings,RED ORANGE,OTHER,OH,10/1/1997 1:10,"Fort Jennings,OH"
Garland,,RECTANGLE,TX,10/1/1997 1:20,"Garland,TX"
Jefferson,,OTHER,NY,10/1/1997 3:00,"Jefferson,NY"
Oregon,,RECTANGLE,OR,10/1/1997 8:00,"Oregon,OR"
Charlotte,BLUE,CIGAR,NC,10/1/1997 9:00,"Charlotte,NC"
Green Bay,RED,LIGHT,WI,10/1/1997 19:00,"Green Bay,WI"
Pelzer,,TRIANGLE,SC,10/1/1997 19:00,"Pelzer,SC"
Hyannis,,TRIANGLE,MA,10/1/1997 21:00,"Hyannis,MA"
Bourbonnais,,TRIANGLE,IL,10/1/1997 21:30,"Bourbonnais,IL"
Oakland,,LIGHT,OR,10/1/1997 21:30,"Oakland,OR"
Martinsville,,OTHER,VA,10/1/1997 21:55,"Martinsville,VA"
Summerville,,TRIANGLE,SC,10/1/1997 22:00,"Summerville,SC"
Lakeland,RED,LIGHT,FL,10/1/1997 23:15,"Lakeland,FL"
Ringgold,,CIRCLE,GA,10/2/1997 2:00,"Ringgold,GA"
Los Angeles,,SPHERE,CA,10/2/1997 14:00,"Los Angeles,CA"
Pleasanton,,,TX,10/3/1997 2:00,"Pleasanton,TX"
Jim Thorpe,,OVAL,PA,10/3/1997 21:00,"Jim Thorpe,PA"
Waco,,LIGHT,TX,10/3/1997 21:30,"Waco,TX"
Scottsdale,,LIGHT,AZ,10/4/1997 1:57,"Scottsdale,AZ"
Taylorsville,,LIGHT,KY,10/4/1997 13:00,"Taylorsville,KY"
Warrenton,,LIGHT,VA,10/4/1997 18:00,"Warrenton,VA"
Cheyenne,,OTHER,WY,10/5/1997 19:00,"Cheyenne,WY"
Utica,RED,LIGHT,NY,10/5/1997 20:30,"Utica,NY"
MM82,,CIRCLE,PA,10/7/1997 3:26,"MM82,PA"
Twin Mountain,GREEN BLUE,LIGHT,NH,10/7/1997 20:30,"Twin Mountain,NH"
Camarillo,,CIRCLE,CA,10/9/1997 11:40,"Camarillo,CA"
Detroit,,TRIANGLE,MI,10/9/1997 19:00,"Detroit,MI"
Connersville,,DELTA,IN,10/10/1997 16:00,"Connersville,IN"
Mesa,,SPHERE,AZ,10/10/1997 17:00,"Mesa,AZ"
Bonaire,,TRIANGLE,GA,10/10/1997 20:00,"Bonaire,GA"
Austin,,OTHER,MN,10/10/1997 21:00,"Austin,MN"
Huntington Beach,,SPHERE,CA,10/12/1997 18:30,"Huntington Beach,CA"
White Tank Mountains,,LIGHT,AZ,10/12/1997 19:00,"White Tank Mountains,AZ"
Kenner,,DISK,LA,10/12/1997 21:51,"Kenner,LA"
Chicago,RED,LIGHT,IL,10/12/1997 22:30,"Chicago,IL"
Franklin,GREEN,OTHER,NH,10/12/1997 23:00,"Franklin,NH"
Sandy,,LIGHT,UT,10/13/1997 0:00,"Sandy,UT"
Buffalo,,OTHER,NY,10/13/1997 3:00,"Buffalo,NY"
Ogden,,CIRCLE,UT,10/13/1997 5:00,"Ogden,UT"
Reno,,OTHER,NV,10/13/1997 20:15,"Reno,NV"
Hollister,,LIGHT,CA,10/13/1997 22:15,"Hollister,CA"
Syracuse,,,NY,10/14/1997 16:00,"Syracuse,NY"
San Diego,,LIGHT,CA,10/14/1997 23:55,"San Diego,CA"
Naalehu,,SPHERE,HI,10/15/1997 0:00,"Naalehu,HI"
Paris,,LIGHT,TN,10/15/1997 1:00,"Paris,TN"
Duncan,,,OK,10/15/1997 2:15,"Duncan,OK"
Atlanta,BLUE,LIGHT,GA,10/15/1997 3:00,"Atlanta,GA"
Brigham City,,OTHER,UT,10/15/1997 3:00,"Brigham City,UT"
Lagrange,,FIREBALL,NC,10/15/1997 3:00,"Lagrange,NC"
Pasadena,,OVAL,CA,10/15/1997 7:00,"Pasadena,CA"
Dallas,,LIGHT,TX,10/15/1997 10:00,"Dallas,TX"
New York City,,CYLINDER,NY,10/15/1997 15:00,"New York City,NY"
New Britain,RED,RECTANGLE,CT,10/15/1997 17:00,"New Britain,CT"
Daggett,,RECTANGLE,CA,10/15/1997 17:30,"Daggett,CA"
Abingdon,,LIGHT,VA,10/15/1997 18:40,"Abingdon,VA"
Boulder,,TRIANGLE,CO,10/15/1997 19:00,"Boulder,CO"
Shark River Hills,,TRIANGLE,NJ,10/15/1997 19:00,"Shark River Hills,NJ"
Austin,,LIGHT,NV,10/15/1997 19:35,"Austin,NV"
Bladen,,SPHERE,NE,10/15/1997 20:00,"Bladen,NE"
Rosburg,,TRIANGLE,WA,10/15/1997 20:00,"Rosburg,WA"
Westfeild,,LIGHT,WI,10/15/1997 20:00,"Westfeild,WI"
Harrodsburg,,,KY,10/15/1997 20:15,"Harrodsburg,KY"
Stephenville,,CIRCLE,TX,10/15/1997 20:45,"Stephenville,TX"
Waldorf,,LIGHT,MD,10/15/1997 21:30,"Waldorf,MD"
Alvarado,,CHEVRON,TX,10/15/1997 22:00,"Alvarado,TX"
Freeport,,FLASH,IL,10/15/1997 22:00,"Freeport,IL"
St. Louis,,,MO,10/15/1997 22:00,"St. Louis,MO"
Deer Grove,,TRIANGLE,IL,10/15/1997 23:30,"Deer Grove,IL"
Jacksonville,,SPHERE,FL,10/16/1997 1:30,"Jacksonville,FL"
Hickory,RED,FIREBALL,NC,10/16/1997 5:34,"Hickory,NC"
Rooseville,,LIGHT,MI,10/16/1997 8:00,"Rooseville,MI"
Hollister,,LIGHT,CA,10/16/1997 19:05,"Hollister,CA"
